,Credit to agriculture,Personal loans,Credit to industry,Credit,Distribution of offices,Deposits,Credit-Deposit ratio,Number of Branches,,state,start,end,bank type,start_date,end_date
731,41990.135,37949.958,73747.9,182383.275,3763.957,162808.215,112.0,,scheduled_commercial_banks,telangana,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
732,,,,9849.607,,8442.521,116.4,633.603,regional_rural_banks,telangana,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
733,51539.294,43992.154,80907.489,203117.113,4097.106,182507.43,111.3,,scheduled_commercial_banks,telangana,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
734,,,,11000.0,,10700.0,102.8,780.0,regional_rural_banks,telangana,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
735,41300.0,68700.0,177800.0,333500.0,4721.0,323500.0,101.6,,scheduled_commercial_banks,telangana,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
736,,,,12520.0,,12630.0,99.1,817.0,regional_rural_banks,telangana,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
737,43500.0,79500.0,199500.0,371900.0,4918.0,355700.0,104.5,,scheduled_commercial_banks,telangana,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
738,,,,14220.0,,15510.0,91.7,866.0,regional_rural_banks,telangana,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
739,47700.0,90200.0,202400.0,395359.0,5134.0,407654.0,97.0,,scheduled_commercial_banks,telangana,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
740,,,,16500.0,,16700.0,98.8,900.0,regional_rural_banks,telangana,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
741,59000.0,112300.0,207700.0,448600.0,5148.0,417800.0,107.4,,scheduled_commercial_banks,telangana,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
742,,,,19316.0,,17462.0,110.6,911.0,regional_rural_banks,telangana,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
743,70594.0,137137.0,192283.0,518518.0,5227.0,458581.0,106.3,,scheduled_commercial_banks,telangana,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
744,,,,22835.0,,19410.0,117.6,917.0,regional_rural_banks,telangana,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
745,67321.0,170189.0,184111.0,550411.0,5388.0,498184.0,103.6,,scheduled_commercial_banks,telangana,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
746,,,,26513.0,,20712.0,128.0,934.0,regional_rural_banks,telangana,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
747,79689.0,201322.0,183349.0,601477.0,5579.0,605468.0,93.2,,scheduled_commercial_banks,telangana,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
748,,,,15.31,,43.742,35.5,5.686,regional_rural_banks,ladakh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
749,34.078,104.98,63.425,334.624,22.768,879.208,38.1,,scheduled_commercial_banks,ladakh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
750,,,,19.684,,50.303,38.8,5.752,regional_rural_banks,ladakh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
751,38.946,124.664,65.613,369.617,26.201,1093.543,33.8,,scheduled_commercial_banks,ladakh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
752,,,,21.871,,56.864,39.6,5.818,regional_rural_banks,ladakh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
753,68.155,157.47,89.671,478.972,29.832,1299.129,36.9,,scheduled_commercial_banks,ladakh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
754,,,,28.432,,63.425,43.6,5.971,regional_rural_banks,ladakh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
755,102.233,190.276,113.728,583.952,33.572,1456.599,40.1,,scheduled_commercial_banks,ladakh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
756,,,,30.619,,67.8,45.2,6.014,regional_rural_banks,ladakh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
757,129.008,231.831,131.225,680.184,35.737,1611.882,42.2,,scheduled_commercial_banks,ladakh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
758,,,,37.837,,78.954,47.9,7.13,regional_rural_banks,ladakh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
759,133.876,290.882,137.786,774.228,37.312,1756.23,44.2,,scheduled_commercial_banks,ladakh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
760,,,,37.399,,88.14,42.4,7.174,regional_rural_banks,ladakh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
761,136.31,323.689,137.786,813.465,38.077,2041.557,39.8,,scheduled_commercial_banks,ladakh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
762,,,,43.742,,100.606,43.5,7.874,regional_rural_banks,ladakh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
763,153.349,415.546,172.78,975.44,38.996,2274.569,42.9,,scheduled_commercial_banks,ladakh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
764,,,,50.631,,106.314,47.6,7.502,regional_rural_banks,ladakh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
765,167.783,541.326,193.163,1187.194,40.024,2583.429,45.5,,scheduled_commercial_banks,ladakh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
766,,,,21.0,,16.0,128.2,2.0,regional_rural_banks,ladakh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
767,254.0,1054.0,128.0,1812.0,68.0,4955.0,36.1,,scheduled_commercial_banks,ladakh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
768,,,,22.0,,16.0,136.4,2.0,regional_rural_banks,ladakh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
769,269.0,1342.0,157.0,2181.0,75.0,6161.0,34.9,,scheduled_commercial_banks,ladakh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
770,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
771,0.0,200.0,1100.0,800.0,58.0,2900.0,29.205,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
772,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
773,0.0,300.0,1200.0,900.0,74.0,3700.0,24.837,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
774,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
775,0.0,300.0,1400.0,1200.0,87.0,4500.0,29.64,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
776,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
777,0.0,500.0,1400.0,1600.0,95.0,5300.0,32.967,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
778,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
779,0.0,500.0,1000.0,1800.0,100.0,6000.0,30.741,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
780,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
781,0.0,600.0,1000.0,1900.0,101.0,6700.0,30.454,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
782,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
783,100.0,900.0,1500.0,2316.0,105.0,7882.0,31.113,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
784,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
785,100.0,1300.0,1600.0,3000.0,106.0,8500.0,36.869,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
786,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
787,100.0,1599.0,1811.0,4199.0,106.0,9049.0,43.875,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
788,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
789,95.0,1948.0,2700.0,6458.0,110.0,9979.0,26.175,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
790,,,,,,,,,regional_rural_banks,the dadra and nagar haveli and daman and diu,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
791,109.0,2108.0,3039.0,6066.0,104.0,11586.0,20.671,,scheduled_commercial_banks,the dadra and nagar haveli and daman and diu,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
