,Credit to agriculture,Personal loans,Credit to industry,Credit,Distribution of offices,Deposits,Credit-Deposit ratio,Number of Branches,,state,start,end,bank type,start_date,end_date
171,93432.0,84627.0,57643.0,325240.0,7391.0,379008.0,81.4,,scheduled_commercial_banks,rajasthan,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
172,,,,21528.0,,29870.0,72.1,1579.0,regional_rural_banks,rajasthan,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
173,97719.0,100363.0,59655.0,352425.0,7775.0,420150.0,79.6,,scheduled_commercial_banks,rajasthan,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
174,,,,25229.0,,34388.0,73.4,1588.0,regional_rural_banks,rajasthan,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
175,104797.0,114845.0,69401.0,388631.0,7871.0,474438.0,77.9,,scheduled_commercial_banks,rajasthan,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
176,,,,16400.0,,35400.0,46.5,3092.0,regional_rural_banks,uttar pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
177,43600.0,34100.0,54100.0,163300.0,11040.0,371500.0,44.0,,scheduled_commercial_banks,uttar pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
178,,,,20400.0,,39200.0,51.9,3171.0,regional_rural_banks,uttar pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
179,53300.0,37300.0,64800.0,189700.0,12096.0,431000.0,44.0,,scheduled_commercial_banks,uttar pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
180,,,,23300.0,,44300.0,52.5,3396.0,regional_rural_banks,uttar pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
181,64500.0,46300.0,85100.0,225200.0,13092.0,511100.0,44.1,,scheduled_commercial_banks,uttar pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
182,,,,28000.0,,48900.0,57.3,3604.0,regional_rural_banks,uttar pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
183,82300.0,54900.0,89000.0,266600.0,14694.0,597700.0,44.6,,scheduled_commercial_banks,uttar pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
184,,,,32200.0,,55100.0,58.4,3828.0,regional_rural_banks,uttar pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
185,93200.0,64900.0,102800.0,305500.0,15773.0,672500.0,45.4,,scheduled_commercial_banks,uttar pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
186,,,,37480.0,,62700.0,59.6,4005.0,regional_rural_banks,uttar pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
187,107700.0,78300.0,96100.0,330900.0,16264.0,742200.0,44.6,,scheduled_commercial_banks,uttar pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
188,,,,41700.0,,75610.0,55.2,4188.0,regional_rural_banks,uttar pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
189,122300.0,90600.0,82800.0,354027.0,16774.0,885163.0,40.0,,scheduled_commercial_banks,uttar pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
190,,,,44700.0,,81900.0,54.6,4304.0,regional_rural_banks,uttar pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
191,124100.0,113000.0,79600.0,392700.0,17022.0,953600.0,41.2,,scheduled_commercial_banks,uttar pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
192,,,,50907.0,,86646.0,58.8,4323.0,regional_rural_banks,uttar pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
193,139491.0,130377.0,84801.0,470245.0,17462.0,1041507.0,42.7,,scheduled_commercial_banks,uttar pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
194,,,,52614.0,,93839.0,56.1,4330.0,regional_rural_banks,uttar pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
195,146162.0,152681.0,91950.0,507550.0,18041.0,1144902.0,41.5,,scheduled_commercial_banks,uttar pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
196,,,,57590.0,,102629.0,56.1,4360.0,regional_rural_banks,uttar pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
197,159257.0,176301.0,102032.0,565113.0,18125.0,1277878.0,41.5,,scheduled_commercial_banks,uttar pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
198,,,,6000.0,,13700.0,43.5,1521.0,regional_rural_banks,bihar,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
199,12200.0,11700.0,4600.0,35200.0,4323.0,119200.0,29.5,,scheduled_commercial_banks,bihar,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
200,,,,7000.0,,15100.0,46.7,1537.0,regional_rural_banks,bihar,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
201,15400.0,13500.0,4900.0,41400.0,4650.0,139300.0,29.7,,scheduled_commercial_banks,bihar,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
202,,,,7900.0,,16000.0,49.1,1555.0,regional_rural_banks,bihar,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
203,20600.0,15600.0,7300.0,49800.0,4990.0,163500.0,30.5,,scheduled_commercial_banks,bihar,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
204,,,,10000.0,,18400.0,54.4,1672.0,regional_rural_banks,bihar,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
205,25500.0,17500.0,7800.0,62500.0,5696.0,190400.0,32.8,,scheduled_commercial_banks,bihar,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
206,,,,11700.0,,21200.0,55.2,1950.0,regional_rural_banks,bihar,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
207,28200.0,18500.0,8800.0,72900.0,6210.0,216800.0,33.6,,scheduled_commercial_banks,bihar,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
208,,,,13220.0,,24370.0,50.7,2056.0,regional_rural_banks,bihar,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
209,30100.0,22200.0,9700.0,81200.0,6445.0,243000.0,33.4,,scheduled_commercial_banks,bihar,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
210,,,,14620.0,,28990.0,50.4,2097.0,regional_rural_banks,bihar,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
211,34400.0,26300.0,9500.0,91294.0,6602.0,295173.0,30.9,,scheduled_commercial_banks,bihar,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
212,,,,16100.0,,30900.0,52.1,2117.0,regional_rural_banks,bihar,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
213,35600.0,31300.0,12400.0,101200.0,6711.0,314800.0,32.2,,scheduled_commercial_banks,bihar,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
214,,,,17686.0,,33898.0,52.2,2104.0,regional_rural_banks,bihar,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
215,39598.0,37853.0,14656.0,124996.0,6917.0,353169.0,34.7,,scheduled_commercial_banks,bihar,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
216,,,,18883.0,,36589.0,51.6,2124.0,regional_rural_banks,bihar,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
217,43460.0,44537.0,14131.0,139590.0,7463.0,375707.0,36.1,,scheduled_commercial_banks,bihar,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
218,,,,20390.0,,36671.0,55.6,2124.0,regional_rural_banks,bihar,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
219,49605.0,53366.0,18683.0,163964.0,7584.0,397492.0,40.1,,scheduled_commercial_banks,bihar,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
220,,,,,,,,,regional_rural_banks,sikkim,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
221,0.0,700.0,1000.0,1200.0,82.0,3300.0,37.9,,scheduled_commercial_banks,sikkim,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
222,,,,,,,,,regional_rural_banks,sikkim,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
223,0.0,700.0,1100.0,1300.0,89.0,4000.0,33.1,,scheduled_commercial_banks,sikkim,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
224,,,,,,,,,regional_rural_banks,sikkim,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
225,100.0,800.0,600.0,1300.0,98.0,4900.0,27.2,,scheduled_commercial_banks,sikkim,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
226,,,,,,,,,regional_rural_banks,sikkim,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
227,100.0,800.0,700.0,1400.0,113.0,5200.0,26.5,,scheduled_commercial_banks,sikkim,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
228,,,,,,,,,regional_rural_banks,sikkim,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
229,100.0,800.0,800.0,1500.0,122.0,5700.0,25.6,,scheduled_commercial_banks,sikkim,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
230,,,,,,,,,regional_rural_banks,sikkim,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
231,100.0,1000.0,500.0,1700.0,128.0,6300.0,28.0,,scheduled_commercial_banks,sikkim,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
232,,,,,,,,,regional_rural_banks,sikkim,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
233,100.0,1100.0,400.0,1905.0,131.0,6954.0,27.4,,scheduled_commercial_banks,sikkim,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
234,,,,,,,,,regional_rural_banks,sikkim,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
235,100.0,1400.0,400.0,2300.0,137.0,8500.0,26.6,,scheduled_commercial_banks,sikkim,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
236,,,,,,,,,regional_rural_banks,sikkim,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
237,140.0,1541.0,348.0,2921.0,143.0,9632.0,28.4,,scheduled_commercial_banks,sikkim,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
238,,,,,,,,,regional_rural_banks,sikkim,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
239,154.0,1844.0,186.0,3216.0,162.0,10130.0,31.2,,scheduled_commercial_banks,sikkim,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
240,,,,,,,,,regional_rural_banks,sikkim,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
241,169.0,2232.0,209.0,3847.0,164.0,10604.0,35.8,,scheduled_commercial_banks,sikkim,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
242,,,,,,200.0,21.5,18.0,regional_rural_banks,andhra pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
243,100.0,700.0,400.0,1200.0,86.0,5200.0,23.7,,scheduled_commercial_banks,andhra pradesh,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
244,,,,,,200.0,17.1,18.0,regional_rural_banks,andhra pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
245,100.0,800.0,300.0,1400.0,96.0,5800.0,23.9,,scheduled_commercial_banks,andhra pradesh,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
246,,,,0.0,,200.0,21.6,18.0,regional_rural_banks,andhra pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
247,100.0,900.0,1300.0,1500.0,106.0,7000.0,21.8,,scheduled_commercial_banks,andhra pradesh,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
248,,,,100.0,,300.0,18.0,21.0,regional_rural_banks,andhra pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
249,100.0,1000.0,200.0,1800.0,128.0,7500.0,23.7,,scheduled_commercial_banks,andhra pradesh,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
250,,,,100.0,,400.0,25.0,28.0,regional_rural_banks,andhra pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
251,200.0,1200.0,300.0,2200.0,135.0,8000.0,26.8,,scheduled_commercial_banks,andhra pradesh,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
252,,,,120.0,,450.0,26.7,29.0,regional_rural_banks,andhra pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
253,100.0,1400.0,200.0,2500.0,143.0,8700.0,29.0,,scheduled_commercial_banks,andhra pradesh,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
254,,,,140.0,,570.0,24.6,29.0,regional_rural_banks,andhra pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
255,200.0,1700.0,300.0,2843.0,151.0,11866.0,24.0,,scheduled_commercial_banks,andhra pradesh,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
256,,,,200.0,,600.0,33.3,30.0,regional_rural_banks,andhra pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
257,400.0,2300.0,400.0,3400.0,153.0,13400.0,25.0,,scheduled_commercial_banks,andhra pradesh,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
258,,,,198.0,,656.0,30.1,30.0,regional_rural_banks,andhra pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
259,182.0,2473.0,286.0,3869.0,155.0,16659.0,23.0,,scheduled_commercial_banks,andhra pradesh,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
260,,,,162.0,,730.0,22.1,31.0,regional_rural_banks,andhra pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
261,241.0,2900.0,269.0,4338.0,164.0,17171.0,24.9,,scheduled_commercial_banks,andhra pradesh,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
262,,,,200.0,,837.0,23.9,32.0,regional_rural_banks,andhra pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
263,248.0,3678.0,477.0,5897.0,169.0,19525.0,25.2,,scheduled_commercial_banks,andhra pradesh,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
264,,,,,,0.0,26.2,8.0,regional_rural_banks,nagaland,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
265,100.0,800.0,200.0,1400.0,95.0,5200.0,26.1,,scheduled_commercial_banks,nagaland,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
266,,,,,,100.0,28.0,9.0,regional_rural_banks,nagaland,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
267,200.0,900.0,300.0,1600.0,108.0,5700.0,27.2,,scheduled_commercial_banks,nagaland,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
268,,,,,,100.0,30.0,9.0,regional_rural_banks,nagaland,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
269,400.0,1100.0,400.0,1800.0,124.0,6300.0,28.4,,scheduled_commercial_banks,nagaland,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
270,,,,,,100.0,33.6,10.0,regional_rural_banks,nagaland,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
271,200.0,1200.0,400.0,2000.0,141.0,6500.0,31.0,,scheduled_commercial_banks,nagaland,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
272,,,,,,100.0,0.0,10.0,regional_rural_banks,nagaland,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
273,200.0,1400.0,400.0,2300.0,145.0,6900.0,32.7,,scheduled_commercial_banks,nagaland,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
274,,,,22.0,,67.0,32.8,10.0,regional_rural_banks,nagaland,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
275,200.0,1600.0,300.0,2600.0,150.0,7700.0,34.1,,scheduled_commercial_banks,nagaland,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
276,,,,20.0,,90.0,22.2,10.0,regional_rural_banks,nagaland,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
277,300.0,1900.0,400.0,2970.0,157.0,9422.0,31.5,,scheduled_commercial_banks,nagaland,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
278,,,,,,100.0,0.0,10.0,regional_rural_banks,nagaland,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
279,300.0,2300.0,400.0,3500.0,160.0,10000.0,34.7,,scheduled_commercial_banks,nagaland,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
280,,,,30.0,,101.0,29.4,11.0,regional_rural_banks,nagaland,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
281,255.0,2757.0,344.0,3991.0,164.0,11183.0,35.4,,scheduled_commercial_banks,nagaland,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
282,,,,34.0,,114.0,29.8,11.0,regional_rural_banks,nagaland,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
283,249.0,3380.0,342.0,4644.0,176.0,12242.0,37.5,,scheduled_commercial_banks,nagaland,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
284,,,,33.0,,117.0,28.2,11.0,regional_rural_banks,nagaland,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
285,281.0,4235.0,1855.0,7208.0,180.0,12579.0,43.2,,scheduled_commercial_banks,nagaland,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
286,,,,,,100.0,34.7,27.0,regional_rural_banks,manipur,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
287,200.0,700.0,100.0,1200.0,83.0,3400.0,34.8,,scheduled_commercial_banks,manipur,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
288,,,,,,100.0,27.1,27.0,regional_rural_banks,manipur,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
289,300.0,700.0,100.0,1300.0,94.0,4100.0,31.3,,scheduled_commercial_banks,manipur,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
290,,,,0.0,,100.0,34.6,27.0,regional_rural_banks,manipur,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
291,300.0,800.0,200.0,1500.0,111.0,5100.0,28.6,,scheduled_commercial_banks,manipur,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
292,,,,100.0,,100.0,38.5,27.0,regional_rural_banks,manipur,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
293,400.0,900.0,200.0,1700.0,134.0,5100.0,33.6,,scheduled_commercial_banks,manipur,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
294,,,,100.0,,200.0,50.0,21.0,regional_rural_banks,manipur,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
295,300.0,1100.0,200.0,1900.0,138.0,5700.0,34.0,,scheduled_commercial_banks,manipur,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
296,,,,90.0,,215.0,41.9,21.0,regional_rural_banks,manipur,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
297,400.0,1500.0,100.0,2400.0,150.0,6000.0,41.1,,scheduled_commercial_banks,manipur,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
298,,,,110.0,,280.0,39.3,21.0,regional_rural_banks,manipur,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
299,500.0,1900.0,200.0,3005.0,159.0,7774.0,38.7,,scheduled_commercial_banks,manipur,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
300,,,,100.0,,300.0,33.3,23.0,regional_rural_banks,manipur,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
301,500.0,2700.0,200.0,4000.0,176.0,9000.0,44.6,,scheduled_commercial_banks,manipur,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
302,,,,140.0,,315.0,44.4,28.0,regional_rural_banks,manipur,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
303,478.0,3306.0,280.0,4946.0,192.0,9927.0,49.4,,scheduled_commercial_banks,manipur,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
304,,,,163.0,,316.0,51.7,27.0,regional_rural_banks,manipur,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
305,520.0,4292.0,345.0,6129.0,203.0,10369.0,57.2,,scheduled_commercial_banks,manipur,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
306,,,,190.0,,381.0,49.7,27.0,regional_rural_banks,manipur,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
307,470.0,5262.0,429.0,7405.0,210.0,12323.0,57.7,,scheduled_commercial_banks,manipur,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
308,,,,200.0,,400.0,54.0,59.0,regional_rural_banks,mizoram,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
309,200.0,800.0,100.0,1200.0,100.0,2500.0,46.0,,scheduled_commercial_banks,mizoram,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
310,,,,400.0,,900.0,41.7,58.0,regional_rural_banks,mizoram,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
311,200.0,900.0,100.0,1300.0,111.0,3400.0,38.9,,scheduled_commercial_banks,mizoram,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
312,,,,500.0,,1000.0,44.7,59.0,regional_rural_banks,mizoram,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
313,300.0,900.0,200.0,1500.0,122.0,4100.0,35.3,,scheduled_commercial_banks,mizoram,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
314,,,,500.0,,1000.0,50.2,58.0,regional_rural_banks,mizoram,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
315,300.0,1100.0,100.0,1800.0,141.0,4700.0,37.8,,scheduled_commercial_banks,mizoram,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
316,,,,700.0,,1400.0,50.0,64.0,regional_rural_banks,mizoram,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
317,400.0,1200.0,100.0,2000.0,151.0,5300.0,37.8,,scheduled_commercial_banks,mizoram,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
318,,,,860.0,,1520.0,56.6,80.0,regional_rural_banks,mizoram,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
319,300.0,1500.0,100.0,2300.0,167.0,5900.0,40.1,,scheduled_commercial_banks,mizoram,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
320,,,,950.0,,1820.0,52.2,85.0,regional_rural_banks,mizoram,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
321,300.0,1700.0,100.0,2607.0,186.0,7166.0,36.4,,scheduled_commercial_banks,mizoram,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
322,,,,1100.0,,2100.0,52.4,86.0,regional_rural_banks,mizoram,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
323,400.0,1900.0,300.0,3000.0,190.0,8500.0,35.8,,scheduled_commercial_banks,mizoram,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
324,,,,1231.0,,2600.0,47.4,86.0,regional_rural_banks,mizoram,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
325,405.0,2106.0,547.0,3837.0,192.0,9255.0,36.8,,scheduled_commercial_banks,mizoram,2019-04-01,2020-03-01,bank_type_bank,2019-04-01,2020-03-01
326,,,,1536.0,,3478.0,44.2,88.0,regional_rural_banks,mizoram,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
327,397.0,2671.0,275.0,4174.0,203.0,11332.0,36.1,,scheduled_commercial_banks,mizoram,2020-04-01,2021-03-01,bank_type_bank,2020-04-01,2021-03-01
328,,,,2050.0,,4155.0,49.3,92.0,regional_rural_banks,mizoram,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
329,475.0,3229.0,408.0,5063.0,210.0,12000.0,42.0,,scheduled_commercial_banks,mizoram,2021-04-01,2022-03-01,bank_type_bank,2021-04-01,2022-03-01
330,,,,1000.0,,2300.0,44.0,113.0,regional_rural_banks,tripura,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
331,400.0,1200.0,300.0,2800.0,247.0,8600.0,32.2,,scheduled_commercial_banks,tripura,2011-04-01,2012-03-01,bank_type_bank,2011-04-01,2012-03-01
332,,,,1200.0,,2800.0,42.4,113.0,regional_rural_banks,tripura,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
333,500.0,1400.0,300.0,3300.0,271.0,10400.0,31.3,,scheduled_commercial_banks,tripura,2012-04-01,2013-03-01,bank_type_bank,2012-04-01,2013-03-01
334,,,,1300.0,,3000.0,44.4,114.0,regional_rural_banks,tripura,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
335,700.0,1800.0,400.0,3900.0,301.0,11800.0,32.8,,scheduled_commercial_banks,tripura,2013-04-01,2014-03-01,bank_type_bank,2013-04-01,2014-03-01
336,,,,1500.0,,3600.0,40.7,125.0,regional_rural_banks,tripura,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
337,800.0,1800.0,400.0,4400.0,354.0,13500.0,32.4,,scheduled_commercial_banks,tripura,2014-04-01,2015-03-01,bank_type_bank,2014-04-01,2015-03-01
338,,,,1600.0,,4100.0,39.0,128.0,regional_rural_banks,tripura,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
339,800.0,2200.0,600.0,5200.0,379.0,15500.0,33.7,,scheduled_commercial_banks,tripura,2015-04-01,2016-03-01,bank_type_bank,2015-04-01,2016-03-01
340,,,,1844.0,,4790.0,38.5,137.0,regional_rural_banks,tripura,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
341,1700.0,2300.0,400.0,6100.0,424.0,17300.0,35.3,,scheduled_commercial_banks,tripura,2016-04-01,2017-03-01,bank_type_bank,2016-04-01,2017-03-01
342,,,,1990.0,,5380.0,37.0,144.0,regional_rural_banks,tripura,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
343,1900.0,2400.0,1400.0,7354.0,442.0,20481.0,35.9,,scheduled_commercial_banks,tripura,2017-04-01,2018-03-01,bank_type_bank,2017-04-01,2018-03-01
344,,,,2400.0,,5900.0,40.7,144.0,regional_rural_banks,tripura,2018-04-01,2019-03-01,bank_type_bank,2018-04-01,2019-03-01
