Country,State,State LGD Code,Year,Month,Settlement of Integrated goods and services tax ( IGST )_avg,Settlement of Integrated goods and services tax ( IGST )_max,Settlement of Integrated goods and services tax ( IGST )_min,Settlement of Integrated goods and services tax ( IGST )_sum,Settlement of Integrated goods and services tax ( IGST )_count,Settlement of Integrated goods and services tax ( IGST )_stddev,Settlement of Integrated goods and services tax ( IGST )_LandAreaWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationWeight,Settlement of Integrated goods and services tax ( IGST )_NumberOfHouseholdsWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationMaleWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationFemaleWeight
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","March, 2021",1.439736565,1.439736565,1.439736565,1.439736565,1,,1.44,1.44,1.44,1.44,1.44
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","April, 2021",2.115004515,2.115004515,2.115004515,2.115004515,1,,2.115,2.115,2.115,2.115,2.115
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","May, 2021",0.974549621,0.974549621,0.974549621,0.974549621,1,,0.975,0.975,0.975,0.975,0.975
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","June, 2021",1.400844586,1.400844586,1.400844586,1.400844586,1,,1.401,1.401,1.401,1.401,1.401
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","July, 2021",2.665917573,2.665917573,2.665917573,2.665917573,1,,2.666,2.666,2.666,2.666,2.666
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","August, 2021",4.122559048,4.122559048,4.122559048,4.122559048,1,,4.123,4.123,4.123,4.123,4.123
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","September, 2021",1.856324529,1.856324529,1.856324529,1.856324529,1,,1.856,1.856,1.856,1.856,1.856
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","October, 2021",2.401277844,2.401277844,2.401277844,2.401277844,1,,2.401,2.401,2.401,2.401,2.401
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","November, 2021",1.345715747,1.345715747,1.345715747,1.345715747,1,,1.346,1.346,1.346,1.346,1.346
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2021","December, 2021",1.430971876,1.430971876,1.430971876,1.430971876,1,,1.431,1.431,1.431,1.431,1.431
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022","January, 2022",1.873360377,1.873360377,1.873360377,1.873360377,1,,1.873,1.873,1.873,1.873,1.873
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022","February, 2022",1.2504748,1.2504748,1.2504748,1.2504748,1,,1.25,1.25,1.25,1.25,1.25
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022","March, 2022",1.910096254,1.910096254,1.910096254,1.910096254,1,,1.91,1.91,1.91,1.91,1.91
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022","April, 2022",2.435417758,2.435417758,2.435417758,2.435417758,1,,2.435,2.435,2.435,2.435,2.435
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022","May, 2022",1.373559983,1.373559983,1.373559983,1.373559983,1,,1.374,1.374,1.374,1.374,1.374
India,Lakshadweep,31,"Calendar Year (Jan - Dec), 2022","June, 2022",1.68799551,1.68799551,1.68799551,1.68799551,1,,1.688,1.688,1.688,1.688,1.688
India,Kerala,32,"Calendar Year (Jan - Dec), 2017","August, 2017",451.742269355,451.742269355,451.742269355,451.742269355,1,,451.742,451.742,451.742,451.742,451.742
India,Kerala,32,"Calendar Year (Jan - Dec), 2017","September, 2017",763.457919,763.457919,763.457919,763.457919,1,,763.458,763.458,763.458,763.458,763.458
India,Kerala,32,"Calendar Year (Jan - Dec), 2017","October, 2017",822.647490075,822.647490075,822.647490075,822.647490075,1,,822.647,822.647,822.647,822.647,822.647
India,Kerala,32,"Calendar Year (Jan - Dec), 2017","November, 2017",801.360586,801.360586,801.360586,801.360586,1,,801.361,801.361,801.361,801.361,801.361
India,Kerala,32,"Calendar Year (Jan - Dec), 2017","December, 2017",795.9455212,795.9455212,795.9455212,795.9455212,1,,795.946,795.946,795.946,795.946,795.946
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","January, 2018",826.895873,826.895873,826.895873,826.895873,1,,826.896,826.896,826.896,826.896,826.896
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","February, 2018",808.8209279,808.8209279,808.8209279,808.8209279,1,,808.821,808.821,808.821,808.821,808.821
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","March, 2018",794.115441,794.115441,794.115441,794.115441,1,,794.115,794.115,794.115,794.115,794.115
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","April, 2018",802.0735383,802.0735383,802.0735383,802.0735383,1,,802.074,802.074,802.074,802.074,802.074
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","May, 2018",785.9725366,785.9725366,785.9725366,785.9725366,1,,785.973,785.973,785.973,785.973,785.973
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","June, 2018",879.8942916,879.8942916,879.8942916,879.8942916,1,,879.894,879.894,879.894,879.894,879.894
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","July, 2018",848.4387648,848.4387648,848.4387648,848.4387648,1,,848.439,848.439,848.439,848.439,848.439
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","August, 2018",746.209196194,746.209196194,746.209196194,746.209196194,1,,746.209,746.209,746.209,746.209,746.209
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","September, 2018",651.8951596,651.8951596,651.8951596,651.8951596,1,,651.895,651.895,651.895,651.895,651.895
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","October, 2018",1068.4303854,1068.4303854,1068.4303854,1068.4303854,1,,1068.43,1068.43,1068.43,1068.43,1068.43
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","November, 2018",1014.3351074,1014.3351074,1014.3351074,1014.3351074,1,,1014.335,1014.335,1014.335,1014.335,1014.335
India,Kerala,32,"Calendar Year (Jan - Dec), 2018","December, 2018",816.8573629,816.8573629,816.8573629,816.8573629,1,,816.857,816.857,816.857,816.857,816.857
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","January, 2019",862.2990815,862.2990815,862.2990815,862.2990815,1,,862.299,862.299,862.299,862.299,862.299
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","February, 2019",845.72093125,845.72093125,845.72093125,845.72093125,1,,845.721,845.721,845.721,845.721,845.721
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","March, 2019",792.8338115,792.8338115,792.8338115,792.8338115,1,,792.834,792.834,792.834,792.834,792.834
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","April, 2019",871.1621582,871.1621582,871.1621582,871.1621582,1,,871.162,871.162,871.162,871.162,871.162
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","May, 2019",849.2987844,849.2987844,849.2987844,849.2987844,1,,849.299,849.299,849.299,849.299,849.299
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","June, 2019",921.5101036,921.5101036,921.5101036,921.5101036,1,,921.51,921.51,921.51,921.51,921.51
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","July, 2019",911.5755034,911.5755034,911.5755034,911.5755034,1,,911.576,911.576,911.576,911.576,911.576
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","August, 2019",815.6480695449,815.6480695449,815.6480695449,815.6480695449,1,,815.648,815.648,815.648,815.648,815.648
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","September, 2019",834.8542335,834.8542335,834.8542335,834.8542335,1,,834.854,834.854,834.854,834.854,834.854
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","October, 2019",731.4597309,731.4597309,731.4597309,731.4597309,1,,731.46,731.46,731.46,731.46,731.46
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","November, 2019",854.2691148,854.2691148,854.2691148,854.2691148,1,,854.269,854.269,854.269,854.269,854.269
India,Kerala,32,"Calendar Year (Jan - Dec), 2019","December, 2019",737.0,737.0,737.0,737.0,1,,737.0,737.0,737.0,737.0,737.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","January, 2020",817.0,817.0,817.0,817.0,1,,817.0,817.0,817.0,817.0,817.0
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","February, 2020",807.8,807.8,807.8,807.8,1,,807.8,807.8,807.8,807.8,807.8
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","March, 2020",781.8416788,781.8416788,781.8416788,781.8416788,1,,781.842,781.842,781.842,781.842,781.842
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","April, 2020",73.47,73.47,73.47,73.47,1,,73.47,73.47,73.47,73.47,73.47
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","May, 2020",326.36,326.36,326.36,326.36,1,,326.36,326.36,326.36,326.36,326.36
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","June, 2020",520.6,520.6,520.6,520.6,1,,520.6,520.6,520.6,520.6,520.6
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","July, 2020",872.427569025,872.427569025,872.427569025,872.427569025,1,,872.428,872.428,872.428,872.428,872.428
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","August, 2020",733.736125118,733.736125118,733.736125118,733.736125118,1,,733.736,733.736,733.736,733.736,733.736
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","September, 2020",938.674842704,938.674842704,938.674842704,938.674842704,1,,938.675,938.675,938.675,938.675,938.675
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","October, 2020",1025.882232091,1025.882232091,1025.882232091,1025.882232091,1,,1025.882,1025.882,1025.882,1025.882,1025.882
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","November, 2020",865.183943333,865.183943333,865.183943333,865.183943333,1,,865.184,865.184,865.184,865.184,865.184
India,Kerala,32,"Calendar Year (Jan - Dec), 2020","December, 2020",999.085496779,999.085496779,999.085496779,999.085496779,1,,999.085,999.085,999.085,999.085,999.085
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","January, 2021",1002.747009563,1002.747009563,1002.747009563,1002.747009563,1,,1002.747,1002.747,1002.747,1002.747,1002.747
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","February, 2021",1017.786143805,1017.786143805,1017.786143805,1017.786143805,1,,1017.786,1017.786,1017.786,1017.786,1017.786
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","March, 2021",967.090427082,967.090427082,967.090427082,967.090427082,1,,967.09,967.09,967.09,967.09,967.09
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","April, 2021",1222.259613057,1222.259613057,1222.259613057,1222.259613057,1,,1222.26,1222.26,1222.26,1222.26,1222.26
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","May, 2021",566.12776414,566.12776414,566.12776414,566.12776414,1,,566.128,566.128,566.128,566.128,566.128
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","June, 2021",670.030777121,670.030777121,670.030777121,670.030777121,1,,670.031,670.031,670.031,670.031,670.031
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","July, 2021",1088.267456097,1088.267456097,1088.267456097,1088.267456097,1,,1088.267,1088.267,1088.267,1088.267,1088.267
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","August, 2021",1119.914806191,1119.914806191,1119.914806191,1119.914806191,1,,1119.915,1119.915,1119.915,1119.915,1119.915
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","September, 2021",1257.79865746,1257.79865746,1257.79865746,1257.79865746,1,,1257.799,1257.799,1257.799,1257.799,1257.799
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","October, 2021",1050.162419576,1050.162419576,1050.162419576,1050.162419576,1,,1050.162,1050.162,1050.162,1050.162,1050.162
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","November, 2021",1110.398401872,1110.398401872,1110.398401872,1110.398401872,1,,1110.398,1110.398,1110.398,1110.398,1110.398
India,Kerala,32,"Calendar Year (Jan - Dec), 2021","December, 2021",1014.89715404,1014.89715404,1014.89715404,1014.89715404,1,,1014.897,1014.897,1014.897,1014.897,1014.897
India,Kerala,32,"Calendar Year (Jan - Dec), 2022","January, 2022",1199.761468385,1199.761468385,1199.761468385,1199.761468385,1,,1199.761,1199.761,1199.761,1199.761,1199.761
India,Kerala,32,"Calendar Year (Jan - Dec), 2022","February, 2022",1196.255074784,1196.255074784,1196.255074784,1196.255074784,1,,1196.255,1196.255,1196.255,1196.255,1196.255
India,Kerala,32,"Calendar Year (Jan - Dec), 2022","March, 2022",1194.889555414,1194.889555414,1194.889555414,1194.889555414,1,,1194.89,1194.89,1194.89,1194.89,1194.89
India,Kerala,32,"Calendar Year (Jan - Dec), 2022","April, 2022",1356.685043546,1356.685043546,1356.685043546,1356.685043546,1,,1356.685,1356.685,1356.685,1356.685,1356.685
India,Kerala,32,"Calendar Year (Jan - Dec), 2022","May, 2022",1156.161011366,1156.161011366,1156.161011366,1156.161011366,1,,1156.161,1156.161,1156.161,1156.161,1156.161
India,Kerala,32,"Calendar Year (Jan - Dec), 2022","June, 2022",1221.72352132,1221.72352132,1221.72352132,1221.72352132,1,,1221.724,1221.724,1221.724,1221.724,1221.724
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2017","August, 2017",462.469753825,462.469753825,462.469753825,462.469753825,1,,462.47,462.47,462.47,462.47,462.47
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2017","September, 2017",855.3551465,855.3551465,855.3551465,855.3551465,1,,855.355,855.355,855.355,855.355,855.355
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2017","October, 2017",952.644069597,952.644069597,952.644069597,952.644069597,1,,952.644,952.644,952.644,952.644,952.644
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2017","November, 2017",963.8744962,963.8744962,963.8744962,963.8744962,1,,963.874,963.874,963.874,963.874,963.874
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2017","December, 2017",1249.4496549,1249.4496549,1249.4496549,1249.4496549,1,,1249.45,1249.45,1249.45,1249.45,1249.45
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","January, 2018",1130.1085945,1130.1085945,1130.1085945,1130.1085945,1,,1130.109,1130.109,1130.109,1130.109,1130.109
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","February, 2018",733.0465649,733.0465649,733.0465649,733.0465649,1,,733.047,733.047,733.047,733.047,733.047
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","March, 2018",1056.0463289,1056.0463289,1056.0463289,1056.0463289,1,,1056.046,1056.046,1056.046,1056.046,1056.046
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","April, 2018",1086.2477052,1086.2477052,1086.2477052,1086.2477052,1,,1086.248,1086.248,1086.248,1086.248,1086.248
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","May, 2018",925.5195573,925.5195573,925.5195573,925.5195573,1,,925.52,925.52,925.52,925.52,925.52
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","June, 2018",1052.8042716,1052.8042716,1052.8042716,1052.8042716,1,,1052.804,1052.804,1052.804,1052.804,1052.804
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","July, 2018",1116.1659775,1116.1659775,1116.1659775,1116.1659775,1,,1116.166,1116.166,1116.166,1116.166,1116.166
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","August, 2018",1145.768339445,1145.768339445,1145.768339445,1145.768339445,1,,1145.768,1145.768,1145.768,1145.768,1145.768
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","September, 2018",1037.777851,1037.777851,1037.777851,1037.777851,1,,1037.778,1037.778,1037.778,1037.778,1037.778
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","October, 2018",996.6069517,996.6069517,996.6069517,996.6069517,1,,996.607,996.607,996.607,996.607,996.607
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","November, 2018",1043.2862154,1043.2862154,1043.2862154,1043.2862154,1,,1043.286,1043.286,1043.286,1043.286,1043.286
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2018","December, 2018",992.6930715,992.6930715,992.6930715,992.6930715,1,,992.693,992.693,992.693,992.693,992.693
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","January, 2019",1047.3721694,1047.3721694,1047.3721694,1047.3721694,1,,1047.372,1047.372,1047.372,1047.372,1047.372
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","February, 2019",966.412253699,966.412253699,966.412253699,966.412253699,1,,966.412,966.412,966.412,966.412,966.412
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","March, 2019",1015.2911017,1015.2911017,1015.2911017,1015.2911017,1,,1015.291,1015.291,1015.291,1015.291,1015.291
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","April, 2019",1116.0847189,1116.0847189,1116.0847189,1116.0847189,1,,1116.085,1116.085,1116.085,1116.085,1116.085
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","May, 2019",1098.4326789,1098.4326789,1098.4326789,1098.4326789,1,,1098.433,1098.433,1098.433,1098.433,1098.433
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","June, 2019",892.1525312,892.1525312,892.1525312,892.1525312,1,,892.153,892.153,892.153,892.153,892.153
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","July, 2019",1445.062087,1445.062087,1445.062087,1445.062087,1,,1445.062,1445.062,1445.062,1445.062,1445.062
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","August, 2019",1344.8893964277,1344.8893964277,1344.8893964277,1344.8893964277,1,,1344.889,1344.889,1344.889,1344.889,1344.889
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","September, 2019",1250.3480697,1250.3480697,1250.3480697,1250.3480697,1,,1250.348,1250.348,1250.348,1250.348,1250.348
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","October, 2019",991.8094956,991.8094956,991.8094956,991.8094956,1,,991.809,991.809,991.809,991.809,991.809
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","November, 2019",940.5940579,940.5940579,940.5940579,940.5940579,1,,940.594,940.594,940.594,940.594,940.594
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2019","December, 2019",809.0,809.0,809.0,809.0,1,,809.0,809.0,809.0,809.0,809.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","January, 2020",1099.0,1099.0,1099.0,1099.0,1,,1099.0,1099.0,1099.0,1099.0,1099.0
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","February, 2020",1015.2,1015.2,1015.2,1015.2,1,,1015.2,1015.2,1015.2,1015.2,1015.2
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","March, 2020",997.5141859,997.5141859,997.5141859,997.5141859,1,,997.514,997.514,997.514,997.514,997.514
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","April, 2020",150.29,150.29,150.29,150.29,1,,150.29,150.29,150.29,150.29,150.29
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","May, 2020",745.62,745.62,745.62,745.62,1,,745.62,745.62,745.62,745.62,745.62
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","June, 2020",890.1,890.1,890.1,890.1,1,,890.1,890.1,890.1,890.1,890.1
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","July, 2020",1294.715788921,1294.715788921,1294.715788921,1294.715788921,1,,1294.716,1294.716,1294.716,1294.716,1294.716
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","August, 2020",663.691706405,663.691706405,663.691706405,663.691706405,1,,663.692,663.692,663.692,663.692,663.692
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","September, 2020",1008.716144886,1008.716144886,1008.716144886,1008.716144886,1,,1008.716,1008.716,1008.716,1008.716,1008.716
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","October, 2020",1115.559164773,1115.559164773,1115.559164773,1115.559164773,1,,1115.559,1115.559,1115.559,1115.559,1115.559
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","November, 2020",937.304809238,937.304809238,937.304809238,937.304809238,1,,937.305,937.305,937.305,937.305,937.305
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2020","December, 2020",987.48220001,987.48220001,987.48220001,987.48220001,1,,987.482,987.482,987.482,987.482,987.482
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","January, 2021",1488.955024931,1488.955024931,1488.955024931,1488.955024931,1,,1488.955,1488.955,1488.955,1488.955,1488.955
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","February, 2021",946.81177173,946.81177173,946.81177173,946.81177173,1,,946.812,946.812,946.812,946.812,946.812
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","March, 2021",983.99034571,983.99034571,983.99034571,983.99034571,1,,983.99,983.99,983.99,983.99,983.99
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","April, 2021",1590.874752031,1590.874752031,1590.874752031,1590.874752031,1,,1590.875,1590.875,1590.875,1590.875,1590.875
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","May, 2021",846.409922878,846.409922878,846.409922878,846.409922878,1,,846.41,846.41,846.41,846.41,846.41
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","June, 2021",1263.784783855,1263.784783855,1263.784783855,1263.784783855,1,,1263.785,1263.785,1263.785,1263.785,1263.785
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","July, 2021",1476.06941885,1476.06941885,1476.06941885,1476.06941885,1,,1476.069,1476.069,1476.069,1476.069,1476.069
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","August, 2021",1554.224444986,1554.224444986,1554.224444986,1554.224444986,1,,1554.224,1554.224,1554.224,1554.224,1554.224
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","September, 2021",1499.475275846,1499.475275846,1499.475275846,1499.475275846,1,,1499.475,1499.475,1499.475,1499.475,1499.475
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","October, 2021",1319.871294651,1319.871294651,1319.871294651,1319.871294651,1,,1319.871,1319.871,1319.871,1319.871,1319.871
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","November, 2021",1265.791965114,1265.791965114,1265.791965114,1265.791965114,1,,1265.792,1265.792,1265.792,1265.792,1265.792
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2021","December, 2021",1175.472311667,1175.472311667,1175.472311667,1175.472311667,1,,1175.472,1175.472,1175.472,1175.472,1175.472
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022","January, 2022",1533.361704016,1533.361704016,1533.361704016,1533.361704016,1,,1533.362,1533.362,1533.362,1533.362,1533.362
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022","February, 2022",1334.53827662,1334.53827662,1334.53827662,1334.53827662,1,,1334.538,1334.538,1334.538,1334.538,1334.538
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022","March, 2022",2027.747771189,2027.747771189,2027.747771189,2027.747771189,1,,2027.748,2027.748,2027.748,2027.748,2027.748
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022","April, 2022",1679.785417705,1679.785417705,1679.785417705,1679.785417705,1,,1679.785,1679.785,1679.785,1679.785,1679.785
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022","May, 2022",1529.080527081,1529.080527081,1529.080527081,1529.080527081,1,,1529.081,1529.081,1529.081,1529.081,1529.081
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022","June, 2022",1652.135271883,1652.135271883,1652.135271883,1652.135271883,1,,1652.135,1652.135,1652.135,1652.135,1652.135
India,Puducherry,34,"Calendar Year (Jan - Dec), 2017","August, 2017",21.070885549,21.070885549,21.070885549,21.070885549,1,,21.071,21.071,21.071,21.071,21.071
India,Puducherry,34,"Calendar Year (Jan - Dec), 2017","September, 2017",24.9159212,24.9159212,24.9159212,24.9159212,1,,24.916,24.916,24.916,24.916,24.916
India,Puducherry,34,"Calendar Year (Jan - Dec), 2017","October, 2017",16.470055293,16.470055293,16.470055293,16.470055293,1,,16.47,16.47,16.47,16.47,16.47
India,Puducherry,34,"Calendar Year (Jan - Dec), 2017","November, 2017",35.1945958,35.1945958,35.1945958,35.1945958,1,,35.195,35.195,35.195,35.195,35.195
India,Puducherry,34,"Calendar Year (Jan - Dec), 2017","December, 2017",29.7880134,29.7880134,29.7880134,29.7880134,1,,29.788,29.788,29.788,29.788,29.788
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","January, 2018",30.9931324,30.9931324,30.9931324,30.9931324,1,,30.993,30.993,30.993,30.993,30.993
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","February, 2018",33.3471329,33.3471329,33.3471329,33.3471329,1,,33.347,33.347,33.347,33.347,33.347
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","March, 2018",32.7996429,32.7996429,32.7996429,32.7996429,1,,32.8,32.8,32.8,32.8,32.8
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","April, 2018",32.1204349,32.1204349,32.1204349,32.1204349,1,,32.12,32.12,32.12,32.12,32.12
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","May, 2018",26.073068,26.073068,26.073068,26.073068,1,,26.073,26.073,26.073,26.073,26.073
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","June, 2018",39.4267629,39.4267629,39.4267629,39.4267629,1,,39.427,39.427,39.427,39.427,39.427
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","July, 2018",31.1114672,31.1114672,31.1114672,31.1114672,1,,31.111,31.111,31.111,31.111,31.111
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","August, 2018",33.909049829,33.909049829,33.909049829,33.909049829,1,,33.909,33.909,33.909,33.909,33.909
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","September, 2018",34.7984574,34.7984574,34.7984574,34.7984574,1,,34.798,34.798,34.798,34.798,34.798
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","October, 2018",18.4438638,18.4438638,18.4438638,18.4438638,1,,18.444,18.444,18.444,18.444,18.444
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","November, 2018",38.6415489,38.6415489,38.6415489,38.6415489,1,,38.642,38.642,38.642,38.642,38.642
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018","December, 2018",31.6871325,31.6871325,31.6871325,31.6871325,1,,31.687,31.687,31.687,31.687,31.687
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019","January, 2019",28.9540267,28.9540267,28.9540267,28.9540267,1,,28.954,28.954,28.954,28.954,28.954
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019","February, 2019",26.637616369,26.637616369,26.637616369,26.637616369,1,,26.638,26.638,26.638,26.638,26.638
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019","March, 2019",32.3226121,32.3226121,32.3226121,32.3226121,1,,32.323,32.323,32.323,32.323,32.323
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019","April, 2019",25.6684124,25.6684124,25.6684124,25.6684124,1,,25.668,25.668,25.668,25.668,25.668
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019","May, 2019",30.5060888,30.5060888,30.5060888,30.5060888,1,,30.506,30.506,30.506,30.506,30.506
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019","June, 2019",30.8087648,30.8087648,30.8087648,30.8087648,1,,30.809,30.809,30.809,30.809,30.809
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019","July, 2019",27.8332926,27.8332926,27.8332926,27.8332926,1,,27.833,27.833,27.833,27.833,27.833
