Country,State,State LGD Code,Year,Month,Settlement of Integrated goods and services tax ( IGST )_avg,Settlement of Integrated goods and services tax ( IGST )_max,Settlement of Integrated goods and services tax ( IGST )_min,Settlement of Integrated goods and services tax ( IGST )_sum,Settlement of Integrated goods and services tax ( IGST )_count,Settlement of Integrated goods and services tax ( IGST )_stddev,Settlement of Integrated goods and services tax ( IGST )_LandAreaWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationWeight,Settlement of Integrated goods and services tax ( IGST )_NumberOfHouseholdsWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationMaleWeight,Settlement of Integrated goods and services tax ( IGST )_TotalPopulationFemaleWeight
India,Uttar Pradesh,9,"Calendar Year (Jan - Dec), 2022","May, 2022",2923.570951139,2923.570951139,2923.570951139,2923.570951139,1,,2923.571,2923.571,2923.571,2923.571,2923.571
India,Uttar Pradesh,9,"Calendar Year (Jan - Dec), 2022","June, 2022",3007.221789242,3007.221789242,3007.221789242,3007.221789242,1,,3007.222,3007.222,3007.222,3007.222,3007.222
India,Bihar,10,"Calendar Year (Jan - Dec), 2017","August, 2017",275.497499878,275.497499878,275.497499878,275.497499878,1,,275.497,275.497,275.497,275.497,275.497
India,Bihar,10,"Calendar Year (Jan - Dec), 2017","September, 2017",346.1348191,346.1348191,346.1348191,346.1348191,1,,346.135,346.135,346.135,346.135,346.135
India,Bihar,10,"Calendar Year (Jan - Dec), 2017","October, 2017",491.633240924,491.633240924,491.633240924,491.633240924,1,,491.633,491.633,491.633,491.633,491.633
India,Bihar,10,"Calendar Year (Jan - Dec), 2017","November, 2017",528.4421554,528.4421554,528.4421554,528.4421554,1,,528.442,528.442,528.442,528.442,528.442
India,Bihar,10,"Calendar Year (Jan - Dec), 2017","December, 2017",565.2158053,565.2158053,565.2158053,565.2158053,1,,565.216,565.216,565.216,565.216,565.216
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","January, 2018",537.1072582,537.1072582,537.1072582,537.1072582,1,,537.107,537.107,537.107,537.107,537.107
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","February, 2018",549.8922631,549.8922631,549.8922631,549.8922631,1,,549.892,549.892,549.892,549.892,549.892
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","March, 2018",538.0330477,538.0330477,538.0330477,538.0330477,1,,538.033,538.033,538.033,538.033,538.033
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","April, 2018",598.092804,598.092804,598.092804,598.092804,1,,598.093,598.093,598.093,598.093,598.093
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","May, 2018",618.2494194,618.2494194,618.2494194,618.2494194,1,,618.249,618.249,618.249,618.249,618.249
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","June, 2018",719.0849117,719.0849117,719.0849117,719.0849117,1,,719.085,719.085,719.085,719.085,719.085
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","July, 2018",737.1209273,737.1209273,737.1209273,737.1209273,1,,737.121,737.121,737.121,737.121,737.121
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","August, 2018",704.905572752,704.905572752,704.905572752,704.905572752,1,,704.906,704.906,704.906,704.906,704.906
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","September, 2018",665.8862915,665.8862915,665.8862915,665.8862915,1,,665.886,665.886,665.886,665.886,665.886
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","October, 2018",771.1461478,771.1461478,771.1461478,771.1461478,1,,771.146,771.146,771.146,771.146,771.146
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","November, 2018",709.5895733,709.5895733,709.5895733,709.5895733,1,,709.59,709.59,709.59,709.59,709.59
India,Bihar,10,"Calendar Year (Jan - Dec), 2018","December, 2018",706.1889646,706.1889646,706.1889646,706.1889646,1,,706.189,706.189,706.189,706.189,706.189
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","January, 2019",740.3348506,740.3348506,740.3348506,740.3348506,1,,740.335,740.335,740.335,740.335,740.335
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","February, 2019",702.679457227,702.679457227,702.679457227,702.679457227,1,,702.679,702.679,702.679,702.679,702.679
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","March, 2019",694.7791013,694.7791013,694.7791013,694.7791013,1,,694.779,694.779,694.779,694.779,694.779
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","April, 2019",797.2068401,797.2068401,797.2068401,797.2068401,1,,797.207,797.207,797.207,797.207,797.207
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","May, 2019",721.1496962,721.1496962,721.1496962,721.1496962,1,,721.15,721.15,721.15,721.15,721.15
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","June, 2019",874.2063449,874.2063449,874.2063449,874.2063449,1,,874.206,874.206,874.206,874.206,874.206
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","July, 2019",904.8029364,904.8029364,904.8029364,904.8029364,1,,904.803,904.803,904.803,904.803,904.803
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","August, 2019",719.3516848781,719.3516848781,719.3516848781,719.3516848781,1,,719.352,719.352,719.352,719.352,719.352
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","September, 2019",692.0882344,692.0882344,692.0882344,692.0882344,1,,692.088,692.088,692.088,692.088,692.088
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","October, 2019",667.3727092,667.3727092,667.3727092,667.3727092,1,,667.373,667.373,667.373,667.373,667.373
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","November, 2019",847.9288414,847.9288414,847.9288414,847.9288414,1,,847.929,847.929,847.929,847.929,847.929
India,Bihar,10,"Calendar Year (Jan - Dec), 2019","December, 2019",801.0,801.0,801.0,801.0,1,,801.0,801.0,801.0,801.0,801.0
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","January, 2020",823.0,823.0,823.0,823.0,1,,823.0,823.0,823.0,823.0,823.0
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","February, 2020",812.9,812.9,812.9,812.9,1,,812.9,812.9,812.9,812.9,812.9
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","March, 2020",797.6935681,797.6935681,797.6935681,797.6935681,1,,797.694,797.694,797.694,797.694,797.694
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","April, 2020",104.59,104.59,104.59,104.59,1,,104.59,104.59,104.59,104.59,104.59
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","May, 2020",422.53,422.53,422.53,422.53,1,,422.53,422.53,422.53,422.53,422.53
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","June, 2020",539.1,539.1,539.1,539.1,1,,539.1,539.1,539.1,539.1,539.1
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","July, 2020",1057.599333906,1057.599333906,1057.599333906,1057.599333906,1,,1057.599,1057.599,1057.599,1057.599,1057.599
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","August, 2020",758.693496077,758.693496077,758.693496077,758.693496077,1,,758.693,758.693,758.693,758.693,758.693
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","September, 2020",992.118986217,992.118986217,992.118986217,992.118986217,1,,992.119,992.119,992.119,992.119,992.119
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","October, 2020",1057.775453075,1057.775453075,1057.775453075,1057.775453075,1,,1057.775,1057.775,1057.775,1057.775,1057.775
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","November, 2020",887.69439854,887.69439854,887.69439854,887.69439854,1,,887.694,887.694,887.694,887.694,887.694
India,Bihar,10,"Calendar Year (Jan - Dec), 2020","December, 2020",992.867314056,992.867314056,992.867314056,992.867314056,1,,992.867,992.867,992.867,992.867,992.867
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","January, 2021",1027.555076961,1027.555076961,1027.555076961,1027.555076961,1,,1027.555,1027.555,1027.555,1027.555,1027.555
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","February, 2021",886.629970258,886.629970258,886.629970258,886.629970258,1,,886.63,886.63,886.63,886.63,886.63
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","March, 2021",876.300903448,876.300903448,876.300903448,876.300903448,1,,876.301,876.301,876.301,876.301,876.301
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","April, 2021",1090.861427861,1090.861427861,1090.861427861,1090.861427861,1,,1090.861,1090.861,1090.861,1090.861,1090.861
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","May, 2021",682.710201888,682.710201888,682.710201888,682.710201888,1,,682.71,682.71,682.71,682.71,682.71
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","June, 2021",853.072148509,853.072148509,853.072148509,853.072148509,1,,853.072,853.072,853.072,853.072,853.072
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","July, 2021",1355.186562329,1355.186562329,1355.186562329,1355.186562329,1,,1355.187,1355.187,1355.187,1355.187,1355.187
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","August, 2021",1147.203221315,1147.203221315,1147.203221315,1147.203221315,1,,1147.203,1147.203,1147.203,1147.203,1147.203
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","September, 2021",968.127112574,968.127112574,968.127112574,968.127112574,1,,968.127,968.127,968.127,968.127,968.127
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","October, 2021",997.53719356,997.53719356,997.53719356,997.53719356,1,,997.537,997.537,997.537,997.537,997.537
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","November, 2021",1030.136460557,1030.136460557,1030.136460557,1030.136460557,1,,1030.136,1030.136,1030.136,1030.136,1030.136
India,Bihar,10,"Calendar Year (Jan - Dec), 2021","December, 2021",919.684215128,919.684215128,919.684215128,919.684215128,1,,919.684,919.684,919.684,919.684,919.684
India,Bihar,10,"Calendar Year (Jan - Dec), 2022","January, 2022",1114.594325185,1114.594325185,1114.594325185,1114.594325185,1,,1114.594,1114.594,1114.594,1114.594,1114.594
India,Bihar,10,"Calendar Year (Jan - Dec), 2022","February, 2022",1048.972749475,1048.972749475,1048.972749475,1048.972749475,1,,1048.973,1048.973,1048.973,1048.973,1048.973
India,Bihar,10,"Calendar Year (Jan - Dec), 2022","March, 2022",1097.910405706,1097.910405706,1097.910405706,1097.910405706,1,,1097.91,1097.91,1097.91,1097.91,1097.91
India,Bihar,10,"Calendar Year (Jan - Dec), 2022","April, 2022",1289.992400535,1289.992400535,1289.992400535,1289.992400535,1,,1289.992,1289.992,1289.992,1289.992,1289.992
India,Bihar,10,"Calendar Year (Jan - Dec), 2022","May, 2022",1211.531818874,1211.531818874,1211.531818874,1211.531818874,1,,1211.532,1211.532,1211.532,1211.532,1211.532
India,Bihar,10,"Calendar Year (Jan - Dec), 2022","June, 2022",1316.49729024,1316.49729024,1316.49729024,1316.49729024,1,,1316.497,1316.497,1316.497,1316.497,1316.497
India,Sikkim,11,"Calendar Year (Jan - Dec), 2017","August, 2017",5.263705756,5.263705756,5.263705756,5.263705756,1,,5.264,5.264,5.264,5.264,5.264
India,Sikkim,11,"Calendar Year (Jan - Dec), 2017","September, 2017",6.7459503,6.7459503,6.7459503,6.7459503,1,,6.746,6.746,6.746,6.746,6.746
India,Sikkim,11,"Calendar Year (Jan - Dec), 2017","October, 2017",6.138237103,6.138237103,6.138237103,6.138237103,1,,6.138,6.138,6.138,6.138,6.138
India,Sikkim,11,"Calendar Year (Jan - Dec), 2017","November, 2017",10.4368823,10.4368823,10.4368823,10.4368823,1,,10.437,10.437,10.437,10.437,10.437
India,Sikkim,11,"Calendar Year (Jan - Dec), 2017","December, 2017",10.7436212,10.7436212,10.7436212,10.7436212,1,,10.744,10.744,10.744,10.744,10.744
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","January, 2018",10.7411793,10.7411793,10.7411793,10.7411793,1,,10.741,10.741,10.741,10.741,10.741
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","February, 2018",10.2224175,10.2224175,10.2224175,10.2224175,1,,10.222,10.222,10.222,10.222,10.222
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","March, 2018",16.2146242,16.2146242,16.2146242,16.2146242,1,,16.215,16.215,16.215,16.215,16.215
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","April, 2018",12.1094438,12.1094438,12.1094438,12.1094438,1,,12.109,12.109,12.109,12.109,12.109
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","May, 2018",11.9994817,11.9994817,11.9994817,11.9994817,1,,11.999,11.999,11.999,11.999,11.999
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","June, 2018",15.3343435,15.3343435,15.3343435,15.3343435,1,,15.334,15.334,15.334,15.334,15.334
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","July, 2018",19.7864869,19.7864869,19.7864869,19.7864869,1,,19.786,19.786,19.786,19.786,19.786
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","August, 2018",18.856835754,18.856835754,18.856835754,18.856835754,1,,18.857,18.857,18.857,18.857,18.857
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","September, 2018",11.9705863,11.9705863,11.9705863,11.9705863,1,,11.971,11.971,11.971,11.971,11.971
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","October, 2018",16.6696853,16.6696853,16.6696853,16.6696853,1,,16.67,16.67,16.67,16.67,16.67
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","November, 2018",14.3465653,14.3465653,14.3465653,14.3465653,1,,14.347,14.347,14.347,14.347,14.347
India,Sikkim,11,"Calendar Year (Jan - Dec), 2018","December, 2018",13.8239678,13.8239678,13.8239678,13.8239678,1,,13.824,13.824,13.824,13.824,13.824
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","January, 2019",14.868077,14.868077,14.868077,14.868077,1,,14.868,14.868,14.868,14.868,14.868
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","February, 2019",16.289463367,16.289463367,16.289463367,16.289463367,1,,16.289,16.289,16.289,16.289,16.289
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","March, 2019",18.8460144,18.8460144,18.8460144,18.8460144,1,,18.846,18.846,18.846,18.846,18.846
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","April, 2019",23.936261,23.936261,23.936261,23.936261,1,,23.936,23.936,23.936,23.936,23.936
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","May, 2019",27.2661604,27.2661604,27.2661604,27.2661604,1,,27.266,27.266,27.266,27.266,27.266
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","June, 2019",18.1261324,18.1261324,18.1261324,18.1261324,1,,18.126,18.126,18.126,18.126,18.126
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","July, 2019",18.5930133,18.5930133,18.5930133,18.5930133,1,,18.593,18.593,18.593,18.593,18.593
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","August, 2019",20.7558150068,20.7558150068,20.7558150068,20.7558150068,1,,20.756,20.756,20.756,20.756,20.756
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","September, 2019",27.2048445,27.2048445,27.2048445,27.2048445,1,,27.205,27.205,27.205,27.205,27.205
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","October, 2019",18.3750327,18.3750327,18.3750327,18.3750327,1,,18.375,18.375,18.375,18.375,18.375
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","November, 2019",25.7355199,25.7355199,25.7355199,25.7355199,1,,25.736,25.736,25.736,25.736,25.736
India,Sikkim,11,"Calendar Year (Jan - Dec), 2019","December, 2019",22.0,22.0,22.0,22.0,1,,22.0,22.0,22.0,22.0,22.0
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","January, 2020",17.0,17.0,17.0,17.0,1,,17.0,17.0,17.0,17.0,17.0
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","February, 2020",20.2,20.2,20.2,20.2,1,,20.2,20.2,20.2,20.2,20.2
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","March, 2020",20.3704567,20.3704567,20.3704567,20.3704567,1,,20.37,20.37,20.37,20.37,20.37
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","April, 2020",1.54,1.54,1.54,1.54,1,,1.54,1.54,1.54,1.54,1.54
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","May, 2020",4.96,4.96,4.96,4.96,1,,4.96,4.96,4.96,4.96,4.96
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","June, 2020",10.9,10.9,10.9,10.9,1,,10.9,10.9,10.9,10.9,10.9
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","July, 2020",20.147174542,20.147174542,20.147174542,20.147174542,1,,20.147,20.147,20.147,20.147,20.147
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","August, 2020",15.325187467,15.325187467,15.325187467,15.325187467,1,,15.325,15.325,15.325,15.325,15.325
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","September, 2020",20.584896011,20.584896011,20.584896011,20.584896011,1,,20.585,20.585,20.585,20.585,20.585
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","October, 2020",25.92302711,25.92302711,25.92302711,25.92302711,1,,25.923,25.923,25.923,25.923,25.923
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","November, 2020",23.637319237,23.637319237,23.637319237,23.637319237,1,,23.637,23.637,23.637,23.637,23.637
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020","December, 2020",23.308813382,23.308813382,23.308813382,23.308813382,1,,23.309,23.309,23.309,23.309,23.309
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","January, 2021",27.546195,27.546195,27.546195,27.546195,1,,27.546,27.546,27.546,27.546,27.546
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","February, 2021",23.361342277,23.361342277,23.361342277,23.361342277,1,,23.361,23.361,23.361,23.361,23.361
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","March, 2021",21.95860808,21.95860808,21.95860808,21.95860808,1,,21.959,21.959,21.959,21.959,21.959
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","April, 2021",33.514291444,33.514291444,33.514291444,33.514291444,1,,33.514,33.514,33.514,33.514,33.514
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","May, 2021",19.230791502,19.230791502,19.230791502,19.230791502,1,,19.231,19.231,19.231,19.231,19.231
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","June, 2021",19.866406818,19.866406818,19.866406818,19.866406818,1,,19.866,19.866,19.866,19.866,19.866
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","July, 2021",32.077738249,32.077738249,32.077738249,32.077738249,1,,32.078,32.078,32.078,32.078,32.078
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","August, 2021",32.262943302,32.262943302,32.262943302,32.262943302,1,,32.263,32.263,32.263,32.263,32.263
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","September, 2021",36.057613873,36.057613873,36.057613873,36.057613873,1,,36.058,36.058,36.058,36.058,36.058
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","October, 2021",30.692365566,30.692365566,30.692365566,30.692365566,1,,30.692,30.692,30.692,30.692,30.692
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","November, 2021",31.083046377,31.083046377,31.083046377,31.083046377,1,,31.083,31.083,31.083,31.083,31.083
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021","December, 2021",29.026434769,29.026434769,29.026434769,29.026434769,1,,29.026,29.026,29.026,29.026,29.026
India,Sikkim,11,"Calendar Year (Jan - Dec), 2022","January, 2022",39.883956531,39.883956531,39.883956531,39.883956531,1,,39.884,39.884,39.884,39.884,39.884
India,Sikkim,11,"Calendar Year (Jan - Dec), 2022","February, 2022",33.072003332,33.072003332,33.072003332,33.072003332,1,,33.072,33.072,33.072,33.072,33.072
India,Sikkim,11,"Calendar Year (Jan - Dec), 2022","March, 2022",40.909073313,40.909073313,40.909073313,40.909073313,1,,40.909,40.909,40.909,40.909,40.909
India,Assam,18,"Calendar Year (Jan - Dec), 2020","January, 2020",337.0,337.0,337.0,337.0,1,,337.0,337.0,337.0,337.0,337.0
India,Sikkim,11,"Calendar Year (Jan - Dec), 2022","April, 2022",53.968592934,53.968592934,53.968592934,53.968592934,1,,53.969,53.969,53.969,53.969,53.969
India,Sikkim,11,"Calendar Year (Jan - Dec), 2022","May, 2022",37.242360274,37.242360274,37.242360274,37.242360274,1,,37.242,37.242,37.242,37.242,37.242
India,Sikkim,11,"Calendar Year (Jan - Dec), 2022","June, 2022",38.083138762,38.083138762,38.083138762,38.083138762,1,,38.083,38.083,38.083,38.083,38.083
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2017","August, 2017",9.742984068,9.742984068,9.742984068,9.742984068,1,,9.743,9.743,9.743,9.743,9.743
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2017","September, 2017",10.3357294,10.3357294,10.3357294,10.3357294,1,,10.336,10.336,10.336,10.336,10.336
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2017","October, 2017",13.96429066,13.96429066,13.96429066,13.96429066,1,,13.964,13.964,13.964,13.964,13.964
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2017","November, 2017",17.8050581,17.8050581,17.8050581,17.8050581,1,,17.805,17.805,17.805,17.805,17.805
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2017","December, 2017",21.69439,21.69439,21.69439,21.69439,1,,21.694,21.694,21.694,21.694,21.694
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","January, 2018",34.8623447,34.8623447,34.8623447,34.8623447,1,,34.862,34.862,34.862,34.862,34.862
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","February, 2018",22.9144016,22.9144016,22.9144016,22.9144016,1,,22.914,22.914,22.914,22.914,22.914
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","March, 2018",21.2078715,21.2078715,21.2078715,21.2078715,1,,21.208,21.208,21.208,21.208,21.208
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","April, 2018",30.3893955,30.3893955,30.3893955,30.3893955,1,,30.389,30.389,30.389,30.389,30.389
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","May, 2018",25.5360376,25.5360376,25.5360376,25.5360376,1,,25.536,25.536,25.536,25.536,25.536
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","June, 2018",33.3908369,33.3908369,33.3908369,33.3908369,1,,33.391,33.391,33.391,33.391,33.391
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","July, 2018",24.558019,24.558019,24.558019,24.558019,1,,24.558,24.558,24.558,24.558,24.558
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","August, 2018",30.589216602,30.589216602,30.589216602,30.589216602,1,,30.589,30.589,30.589,30.589,30.589
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","September, 2018",28.509262,28.509262,28.509262,28.509262,1,,28.509,28.509,28.509,28.509,28.509
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","October, 2018",30.6768748,30.6768748,30.6768748,30.6768748,1,,30.677,30.677,30.677,30.677,30.677
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","November, 2018",29.5819223,29.5819223,29.5819223,29.5819223,1,,29.582,29.582,29.582,29.582,29.582
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2018","December, 2018",25.2326761,25.2326761,25.2326761,25.2326761,1,,25.233,25.233,25.233,25.233,25.233
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","January, 2019",28.7280165,28.7280165,28.7280165,28.7280165,1,,28.728,28.728,28.728,28.728,28.728
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","February, 2019",34.811960329,34.811960329,34.811960329,34.811960329,1,,34.812,34.812,34.812,34.812,34.812
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","March, 2019",35.9517101,35.9517101,35.9517101,35.9517101,1,,35.952,35.952,35.952,35.952,35.952
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","April, 2019",41.7812455,41.7812455,41.7812455,41.7812455,1,,41.781,41.781,41.781,41.781,41.781
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","May, 2019",33.3689245,33.3689245,33.3689245,33.3689245,1,,33.369,33.369,33.369,33.369,33.369
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","June, 2019",42.2914258,42.2914258,42.2914258,42.2914258,1,,42.291,42.291,42.291,42.291,42.291
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","July, 2019",33.4120861,33.4120861,33.4120861,33.4120861,1,,33.412,33.412,33.412,33.412,33.412
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","August, 2019",33.2929323825,33.2929323825,33.2929323825,33.2929323825,1,,33.293,33.293,33.293,33.293,33.293
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","September, 2019",32.4904858,32.4904858,32.4904858,32.4904858,1,,32.49,32.49,32.49,32.49,32.49
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","October, 2019",31.2567851,31.2567851,31.2567851,31.2567851,1,,31.257,31.257,31.257,31.257,31.257
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","November, 2019",45.2732228,45.2732228,45.2732228,45.2732228,1,,45.273,45.273,45.273,45.273,45.273
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2019","December, 2019",62.0,62.0,62.0,62.0,1,,62.0,62.0,62.0,62.0,62.0
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","January, 2020",52.0,52.0,52.0,52.0,1,,52.0,52.0,52.0,52.0,52.0
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","February, 2020",47.1,47.1,47.1,47.1,1,,47.1,47.1,47.1,47.1,47.1
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","March, 2020",48.0660423,48.0660423,48.0660423,48.0660423,1,,48.066,48.066,48.066,48.066,48.066
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","April, 2020",8.41,8.41,8.41,8.41,1,,8.41,8.41,8.41,8.41,8.41
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","May, 2020",18.39,18.39,18.39,18.39,1,,18.39,18.39,18.39,18.39,18.39
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","June, 2020",23.2,23.2,23.2,23.2,1,,23.2,23.2,23.2,23.2,23.2
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","July, 2020",44.317208218,44.317208218,44.317208218,44.317208218,1,,44.317,44.317,44.317,44.317,44.317
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","August, 2020",31.112641107,31.112641107,31.112641107,31.112641107,1,,31.113,31.113,31.113,31.113,31.113
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","September, 2020",41.553301408,41.553301408,41.553301408,41.553301408,1,,41.553,41.553,41.553,41.553,41.553
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","October, 2020",66.145998492,66.145998492,66.145998492,66.145998492,1,,66.146,66.146,66.146,66.146,66.146
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","November, 2020",43.888858344,43.888858344,43.888858344,43.888858344,1,,43.889,43.889,43.889,43.889,43.889
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020","December, 2020",56.996589637,56.996589637,56.996589637,56.996589637,1,,56.997,56.997,56.997,56.997,56.997
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021","January, 2021",64.518101801,64.518101801,64.518101801,64.518101801,1,,64.518,64.518,64.518,64.518,64.518
