Country,State,State lgd code,Year,Month,Gst ( goods and service tax ) return type,Payer eligible for gst ( goods and service tax ) registration_avg,Payer eligible for gst ( goods and service tax ) registration_max,Payer eligible for gst ( goods and service tax ) registration_min,Payer eligible for gst ( goods and service tax ) registration_sum,Payer eligible for gst ( goods and service tax ) registration_count,Payer eligible for gst ( goods and service tax ) registration_stddev,Payer eligible for gst ( goods and service tax ) registration_LandAreaWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationWeight,Payer eligible for gst ( goods and service tax ) registration_NumberOfHouseholdsWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationMaleWeight,Payer eligible for gst ( goods and service tax ) registration_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered before due date_avg,Gst ( goods and service tax ) payers registered before due date_max,Gst ( goods and service tax ) payers registered before due date_min,Gst ( goods and service tax ) payers registered before due date_sum,Gst ( goods and service tax ) payers registered before due date_count,Gst ( goods and service tax ) payers registered before due date_stddev,Gst ( goods and service tax ) payers registered before due date_LandAreaWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered before due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered before due date_TotalPopulationFemaleWeight,Gst ( goods and service tax ) payers registered after due date_avg,Gst ( goods and service tax ) payers registered after due date_max,Gst ( goods and service tax ) payers registered after due date_min,Gst ( goods and service tax ) payers registered after due date_sum,Gst ( goods and service tax ) payers registered after due date_count,Gst ( goods and service tax ) payers registered after due date_stddev,Gst ( goods and service tax ) payers registered after due date_LandAreaWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationWeight,Gst ( goods and service tax ) payers registered after due date_NumberOfHouseholdsWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationMaleWeight,Gst ( goods and service tax ) payers registered after due date_TotalPopulationFemaleWeight
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-1,9574.0,9574,9574,9574,1,,9574.0,9574.0,9574.0,9574.0,9574.0,2109.0,2109,2109,2109,1,,2109.0,2109.0,2109.0,2109.0,2109.0,4841.0,4841,4841,4841,1,,4841.0,4841.0,4841.0,4841.0,4841.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","September, 2018",GSTR-3,9574.0,9574,9574,9574,1,,9574.0,9574.0,9574.0,9574.0,9574.0,3382.0,3382,3382,3382,1,,3382.0,3382.0,3382.0,3382.0,3382.0,4344.0,4344,4344,4344,1,,4344.0,4344.0,4344.0,4344.0,4344.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","October, 2018",GSTR-1,6075.0,6075,6075,6075,1,,6075.0,6075.0,6075.0,6075.0,6075.0,446.0,446,446,446,1,,446.0,446.0,446.0,446.0,446.0,2603.0,2603,2603,2603,1,,2603.0,2603.0,2603.0,2603.0,2603.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","October, 2018",GSTR-3,9762.0,9762,9762,9762,1,,9762.0,9762.0,9762.0,9762.0,9762.0,3097.0,3097,3097,3097,1,,3097.0,3097.0,3097.0,3097.0,3097.0,4746.0,4746,4746,4746,1,,4746.0,4746.0,4746.0,4746.0,4746.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","November, 2018",GSTR-1,6088.0,6088,6088,6088,1,,6088.0,6088.0,6088.0,6088.0,6088.0,513.0,513,513,513,1,,513.0,513.0,513.0,513.0,513.0,2559.0,2559,2559,2559,1,,2559.0,2559.0,2559.0,2559.0,2559.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","November, 2018",GSTR-3,9940.0,9940,9940,9940,1,,9940.0,9940.0,9940.0,9940.0,9940.0,3374.0,3374,3374,3374,1,,3374.0,3374.0,3374.0,3374.0,3374.0,4463.0,4463,4463,4463,1,,4463.0,4463.0,4463.0,4463.0,4463.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","December, 2018",GSTR-1,10144.0,10144,10144,10144,1,,10144.0,10144.0,10144.0,10144.0,10144.0,794.0,794,794,794,1,,794.0,794.0,794.0,794.0,794.0,6331.0,6331,6331,6331,1,,6331.0,6331.0,6331.0,6331.0,6331.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","December, 2018",GSTR-3,10144.0,10144,10144,10144,1,,10144.0,10144.0,10144.0,10144.0,10144.0,3285.0,3285,3285,3285,1,,3285.0,3285.0,3285.0,3285.0,3285.0,4655.0,4655,4655,4655,1,,4655.0,4655.0,4655.0,4655.0,4655.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","January, 2019",GSTR-1,6030.0,6030,6030,6030,1,,6030.0,6030.0,6030.0,6030.0,6030.0,535.0,535,535,535,1,,535.0,535.0,535.0,535.0,535.0,2607.0,2607,2607,2607,1,,2607.0,2607.0,2607.0,2607.0,2607.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","January, 2019",GSTR-3,10345.0,10345,10345,10345,1,,10345.0,10345.0,10345.0,10345.0,10345.0,3283.0,3283,3283,3283,1,,3283.0,3283.0,3283.0,3283.0,3283.0,4747.0,4747,4747,4747,1,,4747.0,4747.0,4747.0,4747.0,4747.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","February, 2019",GSTR-1,6065.0,6065,6065,6065,1,,6065.0,6065.0,6065.0,6065.0,6065.0,560.0,560,560,560,1,,560.0,560.0,560.0,560.0,560.0,2585.0,2585,2585,2585,1,,2585.0,2585.0,2585.0,2585.0,2585.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","February, 2019",GSTR-3,10561.0,10561,10561,10561,1,,10561.0,10561.0,10561.0,10561.0,10561.0,3991.0,3991,3991,3991,1,,3991.0,3991.0,3991.0,3991.0,3991.0,4143.0,4143,4143,4143,1,,4143.0,4143.0,4143.0,4143.0,4143.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","March, 2019",GSTR-1,10737.0,10737,10737,10737,1,,10737.0,10737.0,10737.0,10737.0,10737.0,657.0,657,657,657,1,,657.0,657.0,657.0,657.0,657.0,6682.0,6682,6682,6682,1,,6682.0,6682.0,6682.0,6682.0,6682.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2018","March, 2019",GSTR-3,10737.0,10737,10737,10737,1,,10737.0,10737.0,10737.0,10737.0,10737.0,2524.0,2524,2524,2524,1,,2524.0,2524.0,2524.0,2524.0,2524.0,5749.0,5749,5749,5749,1,,5749.0,5749.0,5749.0,5749.0,5749.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","April, 2019",GSTR-1,8440.0,8440,8440,8440,1,,8440.0,8440.0,8440.0,8440.0,8440.0,435.0,435,435,435,1,,435.0,435.0,435.0,435.0,435.0,2781.0,2781,2781,2781,1,,2781.0,2781.0,2781.0,2781.0,2781.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","April, 2019",GSTR-3,10828.0,10828,10828,10828,1,,10828.0,10828.0,10828.0,10828.0,10828.0,2947.0,2947,2947,2947,1,,2947.0,2947.0,2947.0,2947.0,2947.0,5261.0,5261,5261,5261,1,,5261.0,5261.0,5261.0,5261.0,5261.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","May, 2019",GSTR-1,8306.0,8306,8306,8306,1,,8306.0,8306.0,8306.0,8306.0,8306.0,428.0,428,428,428,1,,428.0,428.0,428.0,428.0,428.0,2778.0,2778,2778,2778,1,,2778.0,2778.0,2778.0,2778.0,2778.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","May, 2019",GSTR-3,10989.0,10989,10989,10989,1,,10989.0,10989.0,10989.0,10989.0,10989.0,3345.0,3345,3345,3345,1,,3345.0,3345.0,3345.0,3345.0,3345.0,4902.0,4902,4902,4902,1,,4902.0,4902.0,4902.0,4902.0,4902.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","June, 2019",GSTR-1,11143.0,11143,11143,11143,1,,11143.0,11143.0,11143.0,11143.0,11143.0,1390.0,1390,1390,1390,1,,1390.0,1390.0,1390.0,1390.0,1390.0,6109.0,6109,6109,6109,1,,6109.0,6109.0,6109.0,6109.0,6109.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","June, 2019",GSTR-3,11143.0,11143,11143,11143,1,,11143.0,11143.0,11143.0,11143.0,11143.0,3632.0,3632,3632,3632,1,,3632.0,3632.0,3632.0,3632.0,3632.0,4671.0,4671,4671,4671,1,,4671.0,4671.0,4671.0,4671.0,4671.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-1,7639.0,7639,7639,7639,1,,7639.0,7639.0,7639.0,7639.0,7639.0,569.0,569,569,569,1,,569.0,569.0,569.0,569.0,569.0,2698.0,2698,2698,2698,1,,2698.0,2698.0,2698.0,2698.0,2698.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","July, 2019",GSTR-3,11396.0,11396,11396,11396,1,,11396.0,11396.0,11396.0,11396.0,11396.0,4233.0,4233,4233,4233,1,,4233.0,4233.0,4233.0,4233.0,4233.0,4230.0,4230,4230,4230,1,,4230.0,4230.0,4230.0,4230.0,4230.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-1,7528.0,7528,7528,7528,1,,7528.0,7528.0,7528.0,7528.0,7528.0,602.0,602,602,602,1,,602.0,602.0,602.0,602.0,602.0,2713.0,2713,2713,2713,1,,2713.0,2713.0,2713.0,2713.0,2713.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","August, 2019",GSTR-3,11658.0,11658,11658,11658,1,,11658.0,11658.0,11658.0,11658.0,11658.0,4030.0,4030,4030,4030,1,,4030.0,4030.0,4030.0,4030.0,4030.0,4612.0,4612,4612,4612,1,,4612.0,4612.0,4612.0,4612.0,4612.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-1,11960.0,11960,11960,11960,1,,11960.0,11960.0,11960.0,11960.0,11960.0,1349.0,1349,1349,1349,1,,1349.0,1349.0,1349.0,1349.0,1349.0,6611.0,6611,6611,6611,1,,6611.0,6611.0,6611.0,6611.0,6611.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","September, 2019",GSTR-3,11960.0,11960,11960,11960,1,,11960.0,11960.0,11960.0,11960.0,11960.0,3821.0,3821,3821,3821,1,,3821.0,3821.0,3821.0,3821.0,3821.0,5029.0,5029,5029,5029,1,,5029.0,5029.0,5029.0,5029.0,5029.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-1,7480.0,7480,7480,7480,1,,7480.0,7480.0,7480.0,7480.0,7480.0,538.0,538,538,538,1,,538.0,538.0,538.0,538.0,538.0,2885.0,2885,2885,2885,1,,2885.0,2885.0,2885.0,2885.0,2885.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","October, 2019",GSTR-3,12126.0,12126,12126,12126,1,,12126.0,12126.0,12126.0,12126.0,12126.0,4343.0,4343,4343,4343,1,,4343.0,4343.0,4343.0,4343.0,4343.0,4612.0,4612,4612,4612,1,,4612.0,4612.0,4612.0,4612.0,4612.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-1,7440.0,7440,7440,7440,1,,7440.0,7440.0,7440.0,7440.0,7440.0,595.0,595,595,595,1,,595.0,595.0,595.0,595.0,595.0,2855.0,2855,2855,2855,1,,2855.0,2855.0,2855.0,2855.0,2855.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","November, 2019",GSTR-3,12318.0,12318,12318,12318,1,,12318.0,12318.0,12318.0,12318.0,12318.0,4920.0,4920,4920,4920,1,,4920.0,4920.0,4920.0,4920.0,4920.0,4164.0,4164,4164,4164,1,,4164.0,4164.0,4164.0,4164.0,4164.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-1,12515.0,12515,12515,12515,1,,12515.0,12515.0,12515.0,12515.0,12515.0,3427.0,3427,3427,3427,1,,3427.0,3427.0,3427.0,3427.0,3427.0,4859.0,4859,4859,4859,1,,4859.0,4859.0,4859.0,4859.0,4859.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","December, 2019",GSTR-3,12515.0,12515,12515,12515,1,,12515.0,12515.0,12515.0,12515.0,12515.0,4434.0,4434,4434,4434,1,,4434.0,4434.0,4434.0,4434.0,4434.0,4751.0,4751,4751,4751,1,,4751.0,4751.0,4751.0,4751.0,4751.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-1,7275.0,7275,7275,7275,1,,7275.0,7275.0,7275.0,7275.0,7275.0,923.0,923,923,923,1,,923.0,923.0,923.0,923.0,923.0,2580.0,2580,2580,2580,1,,2580.0,2580.0,2580.0,2580.0,2580.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","January, 2020",GSTR-3,12661.0,12661,12661,12661,1,,12661.0,12661.0,12661.0,12661.0,12661.0,5613.0,5613,5613,5613,1,,5613.0,5613.0,5613.0,5613.0,5613.0,3694.0,3694,3694,3694,1,,3694.0,3694.0,3694.0,3694.0,3694.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-1,7020.0,7020,7020,7020,1,,7020.0,7020.0,7020.0,7020.0,7020.0,1782.0,1782,1782,1782,1,,1782.0,1782.0,1782.0,1782.0,1782.0,1728.0,1728,1728,1728,1,,1728.0,1728.0,1728.0,1728.0,1728.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","February, 2020",GSTR-3,12621.0,12621,12621,12621,1,,12621.0,12621.0,12621.0,12621.0,12621.0,5380.0,5380,5380,5380,1,,5380.0,5380.0,5380.0,5380.0,5380.0,4084.0,4084,4084,4084,1,,4084.0,4084.0,4084.0,4084.0,4084.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-1,12538.0,12538,12538,12538,1,,12538.0,12538.0,12538.0,12538.0,12538.0,3981.0,3981,3981,3981,1,,3981.0,3981.0,3981.0,3981.0,3981.0,4406.0,4406,4406,4406,1,,4406.0,4406.0,4406.0,4406.0,4406.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2019","March, 2020",GSTR-3,12538.0,12538,12538,12538,1,,12538.0,12538.0,12538.0,12538.0,12538.0,704.0,704,704,704,1,,704.0,704.0,704.0,704.0,704.0,8815.0,8815,8815,8815,1,,8815.0,8815.0,8815.0,8815.0,8815.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-1,12419.0,12419,12419,12419,1,,12419.0,12419.0,12419.0,12419.0,12419.0,1709.0,1709,1709,1709,1,,1709.0,1709.0,1709.0,1709.0,1709.0,2045.0,2045,2045,2045,1,,2045.0,2045.0,2045.0,2045.0,2045.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","April, 2020",GSTR-3,12439.0,12439,12439,12439,1,,12439.0,12439.0,12439.0,12439.0,12439.0,1318.0,1318,1318,1318,1,,1318.0,1318.0,1318.0,1318.0,1318.0,8081.0,8081,8081,8081,1,,8081.0,8081.0,8081.0,8081.0,8081.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-1,10801.0,10801,10801,10801,1,,10801.0,10801.0,10801.0,10801.0,10801.0,1493.0,1493,1493,1493,1,,1493.0,1493.0,1493.0,1493.0,1493.0,2230.0,2230,2230,2230,1,,2230.0,2230.0,2230.0,2230.0,2230.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","May, 2020",GSTR-3,11980.0,11980,11980,11980,1,,11980.0,11980.0,11980.0,11980.0,11980.0,2024.0,2024,2024,2024,1,,2024.0,2024.0,2024.0,2024.0,2024.0,7352.0,7352,7352,7352,1,,7352.0,7352.0,7352.0,7352.0,7352.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-1,12071.0,12071,12071,12071,1,,12071.0,12071.0,12071.0,12071.0,12071.0,2277.0,2277,2277,2277,1,,2277.0,2277.0,2277.0,2277.0,2277.0,6173.0,6173,6173,6173,1,,6173.0,6173.0,6173.0,6173.0,6173.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","June, 2020",GSTR-3,12071.0,12071,12071,12071,1,,12071.0,12071.0,12071.0,12071.0,12071.0,2464.0,2464,2464,2464,1,,2464.0,2464.0,2464.0,2464.0,2464.0,6950.0,6950,6950,6950,1,,6950.0,6950.0,6950.0,6950.0,6950.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-1,8791.0,8791,8791,8791,1,,8791.0,8791.0,8791.0,8791.0,8791.0,467.0,467,467,467,1,,467.0,467.0,467.0,467.0,467.0,3290.0,3290,3290,3290,1,,3290.0,3290.0,3290.0,3290.0,3290.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","July, 2020",GSTR-3,12276.0,12276,12276,12276,1,,12276.0,12276.0,12276.0,12276.0,12276.0,2794.0,2794,2794,2794,1,,2794.0,2794.0,2794.0,2794.0,2794.0,6693.0,6693,6693,6693,1,,6693.0,6693.0,6693.0,6693.0,6693.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-1,8479.0,8479,8479,8479,1,,8479.0,8479.0,8479.0,8479.0,8479.0,724.0,724,724,724,1,,724.0,724.0,724.0,724.0,724.0,3086.0,3086,3086,3086,1,,3086.0,3086.0,3086.0,3086.0,3086.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","August, 2020",GSTR-3,12473.0,12473,12473,12473,1,,12473.0,12473.0,12473.0,12473.0,12473.0,4103.0,4103,4103,4103,1,,4103.0,4103.0,4103.0,4103.0,4103.0,5492.0,5492,5492,5492,1,,5492.0,5492.0,5492.0,5492.0,5492.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-1,12614.0,12614,12614,12614,1,,12614.0,12614.0,12614.0,12614.0,12614.0,3781.0,3781,3781,3781,1,,3781.0,3781.0,3781.0,3781.0,3781.0,4894.0,4894,4894,4894,1,,4894.0,4894.0,4894.0,4894.0,4894.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","September, 2020",GSTR-3,12614.0,12614,12614,12614,1,,12614.0,12614.0,12614.0,12614.0,12614.0,5048.0,5048,5048,5048,1,,5048.0,5048.0,5048.0,5048.0,5048.0,4550.0,4550,4550,4550,1,,4550.0,4550.0,4550.0,4550.0,4550.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-1,7886.0,7886,7886,7886,1,,7886.0,7886.0,7886.0,7886.0,7886.0,892.0,892,892,892,1,,892.0,892.0,892.0,892.0,892.0,3009.0,3009,3009,3009,1,,3009.0,3009.0,3009.0,3009.0,3009.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","October, 2020",GSTR-3,12787.0,12787,12787,12787,1,,12787.0,12787.0,12787.0,12787.0,12787.0,5389.0,5389,5389,5389,1,,5389.0,5389.0,5389.0,5389.0,5389.0,4322.0,4322,4322,4322,1,,4322.0,4322.0,4322.0,4322.0,4322.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-1,7852.0,7852,7852,7852,1,,7852.0,7852.0,7852.0,7852.0,7852.0,905.0,905,905,905,1,,905.0,905.0,905.0,905.0,905.0,3052.0,3052,3052,3052,1,,3052.0,3052.0,3052.0,3052.0,3052.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","November, 2020",GSTR-3,12973.0,12973,12973,12973,1,,12973.0,12973.0,12973.0,12973.0,12973.0,5652.0,5652,5652,5652,1,,5652.0,5652.0,5652.0,5652.0,5652.0,4165.0,4165,4165,4165,1,,4165.0,4165.0,4165.0,4165.0,4165.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-1,13123.0,13123,13123,13123,1,,13123.0,13123.0,13123.0,13123.0,13123.0,5389.0,5389,5389,5389,1,,5389.0,5389.0,5389.0,5389.0,5389.0,3679.0,3679,3679,3679,1,,3679.0,3679.0,3679.0,3679.0,3679.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","December, 2020",GSTR-3,13123.0,13123,13123,13123,1,,13123.0,13123.0,13123.0,13123.0,13123.0,6296.0,6296,6296,6296,1,,6296.0,6296.0,6296.0,6296.0,6296.0,3617.0,3617,3617,3617,1,,3617.0,3617.0,3617.0,3617.0,3617.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-1,9474.0,9474,9474,9474,1,,9474.0,9474.0,9474.0,9474.0,9474.0,1402.0,1402,1402,1402,1,,1402.0,1402.0,1402.0,1402.0,1402.0,4359.0,4359,4359,4359,1,,4359.0,4359.0,4359.0,4359.0,4359.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","January, 2021",GSTR-3,9471.0,9471,9471,9471,1,,9471.0,9471.0,9471.0,9471.0,9471.0,3108.0,3108,3108,3108,1,,3108.0,3108.0,3108.0,3108.0,3108.0,3292.0,3292,3292,3292,1,,3292.0,3292.0,3292.0,3292.0,3292.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-1,9339.0,9339,9339,9339,1,,9339.0,9339.0,9339.0,9339.0,9339.0,1579.0,1579,1579,1579,1,,1579.0,1579.0,1579.0,1579.0,1579.0,4286.0,4286,4286,4286,1,,4286.0,4286.0,4286.0,4286.0,4286.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","February, 2021",GSTR-3,9338.0,9338,9338,9338,1,,9338.0,9338.0,9338.0,9338.0,9338.0,3108.0,3108,3108,3108,1,,3108.0,3108.0,3108.0,3108.0,3108.0,3393.0,3393,3393,3393,1,,3393.0,3393.0,3393.0,3393.0,3393.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-1,12705.0,12705,12705,12705,1,,12705.0,12705.0,12705.0,12705.0,12705.0,2446.0,2446,2446,2446,1,,2446.0,2446.0,2446.0,2446.0,2446.0,6850.0,6850,6850,6850,1,,6850.0,6850.0,6850.0,6850.0,6850.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2020","March, 2021",GSTR-3,12705.0,12705,12705,12705,1,,12705.0,12705.0,12705.0,12705.0,12705.0,5283.0,5283,5283,5283,1,,5283.0,5283.0,5283.0,5283.0,5283.0,4798.0,4798,4798,4798,1,,4798.0,4798.0,4798.0,4798.0,4798.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-1,10109.0,10109,10109,10109,1,,10109.0,10109.0,10109.0,10109.0,10109.0,797.0,797,797,797,1,,797.0,797.0,797.0,797.0,797.0,6204.0,6204,6204,6204,1,,6204.0,6204.0,6204.0,6204.0,6204.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","April, 2021",GSTR-3,10109.0,10109,10109,10109,1,,10109.0,10109.0,10109.0,10109.0,10109.0,1385.0,1385,1385,1385,1,,1385.0,1385.0,1385.0,1385.0,1385.0,6105.0,6105,6105,6105,1,,6105.0,6105.0,6105.0,6105.0,6105.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-1,10163.0,10163,10163,10163,1,,10163.0,10163.0,10163.0,10163.0,10163.0,627.0,627,627,627,1,,627.0,627.0,627.0,627.0,627.0,6400.0,6400,6400,6400,1,,6400.0,6400.0,6400.0,6400.0,6400.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","May, 2021",GSTR-3,10163.0,10163,10163,10163,1,,10163.0,10163.0,10163.0,10163.0,10163.0,1421.0,1421,1421,1421,1,,1421.0,1421.0,1421.0,1421.0,1421.0,6096.0,6096,6096,6096,1,,6096.0,6096.0,6096.0,6096.0,6096.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-1,12994.0,12994,12994,12994,1,,12994.0,12994.0,12994.0,12994.0,12994.0,1957.0,1957,1957,1957,1,,1957.0,1957.0,1957.0,1957.0,1957.0,7487.0,7487,7487,7487,1,,7487.0,7487.0,7487.0,7487.0,7487.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","June, 2021",GSTR-3,12994.0,12994,12994,12994,1,,12994.0,12994.0,12994.0,12994.0,12994.0,4851.0,4851,4851,4851,1,,4851.0,4851.0,4851.0,4851.0,4851.0,5319.0,5319,5319,5319,1,,5319.0,5319.0,5319.0,5319.0,5319.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-1,10237.0,10237,10237,10237,1,,10237.0,10237.0,10237.0,10237.0,10237.0,1672.0,1672,1672,1672,1,,1672.0,1672.0,1672.0,1672.0,1672.0,5392.0,5392,5392,5392,1,,5392.0,5392.0,5392.0,5392.0,5392.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","July, 2021",GSTR-3,10237.0,10237,10237,10237,1,,10237.0,10237.0,10237.0,10237.0,10237.0,4286.0,4286,4286,4286,1,,4286.0,4286.0,4286.0,4286.0,4286.0,3242.0,3242,3242,3242,1,,3242.0,3242.0,3242.0,3242.0,3242.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-1,10162.0,10162,10162,10162,1,,10162.0,10162.0,10162.0,10162.0,10162.0,1780.0,1780,1780,1780,1,,1780.0,1780.0,1780.0,1780.0,1780.0,5351.0,5351,5351,5351,1,,5351.0,5351.0,5351.0,5351.0,5351.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","August, 2021",GSTR-3,10162.0,10162,10162,10162,1,,10162.0,10162.0,10162.0,10162.0,10162.0,4420.0,4420,4420,4420,1,,4420.0,4420.0,4420.0,4420.0,4420.0,3171.0,3171,3171,3171,1,,3171.0,3171.0,3171.0,3171.0,3171.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-1,13196.0,13196,13196,13196,1,,13196.0,13196.0,13196.0,13196.0,13196.0,3100.0,3100,3100,3100,1,,3100.0,3100.0,3100.0,3100.0,3100.0,6486.0,6486,6486,6486,1,,6486.0,6486.0,6486.0,6486.0,6486.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","September, 2021",GSTR-3,13196.0,13196,13196,13196,1,,13196.0,13196.0,13196.0,13196.0,13196.0,6552.0,6552,6552,6552,1,,6552.0,6552.0,6552.0,6552.0,6552.0,3745.0,3745,3745,3745,1,,3745.0,3745.0,3745.0,3745.0,3745.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-1,10295.0,10295,10295,10295,1,,10295.0,10295.0,10295.0,10295.0,10295.0,2335.0,2335,2335,2335,1,,2335.0,2335.0,2335.0,2335.0,2335.0,4801.0,4801,4801,4801,1,,4801.0,4801.0,4801.0,4801.0,4801.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2021","October, 2021",GSTR-3,10295.0,10295,10295,10295,1,,10295.0,10295.0,10295.0,10295.0,10295.0,5006.0,5006,5006,5006,1,,5006.0,5006.0,5006.0,5006.0,5006.0,2578.0,2578,2578,2578,1,,2578.0,2578.0,2578.0,2578.0,2578.0
